RX Date/Time,Packet Cnt(field 1),Status(field 2),IsCameraOn(field 3),IsMotorOn(field 4),IsBuzzerOn(field 5),Accelerometer X(field 6),Accelerometer Y(field 7),Accelerometer Z(field 8),Gyro X(field 9),Gyro Y(field 10),Gyro Z(field 11),Temperature(field 12),Pressure(field 13),Altitude(field 14),Latitude(field 15),Longitude(field 16),Altitude(field 17)
2024/08/08/ 14:27:44::376,494,2,1,0,0,-0.37,-0.80,9.24,215.51,83.41,284.45,34.09,0.98,207.41,0.00,0.00,0.00
2024/08/08/ 14:27:45::340,495,2,1,0,0,-0.55,0.93,6.76,191.60,330.25,300.98,34.05,0.98,202.94,0.00,0.00,0.00
2024/08/08/ 14:27:46::358,496,2,1,0,0,0.01,-1.17,7.31,249.98,37.61,305.30,34.08,0.98,200.02,0.00,0.00,0.00
2024/08/08/ 14:27:47::350,497,2,1,0,0,0.03,1.56,9.33,227.82,352.15,291.23,34.11,0.98,196.43,0.00,0.00,0.00
2024/08/08/ 14:27:48::344,498,2,1,0,0,0.60,-0.74,15.20,286.36,341.20,347.92,34.07,0.98,192.30,0.00,0.00,0.00
2024/08/08/ 14:27:49::341,499,2,1,0,0,-0.88,-1.71,8.36,192.25,24.90,9.03,34.09,0.98,189.56,0.00,0.00,0.00
2024/08/08/ 14:27:50::377,500,2,1,0,0,-0.58,0.94,8.26,240.07,317.70,25.41,34.09,0.98,189.56,0.00,0.00,0.00
2024/08/08/ 14:27:51::321,501,2,1,0,0,-0.39,-0.63,13.57,255.74,322.10,18.44,34.09,0.98,189.56,0.00,0.00,0.00
2024/08/08/ 14:27:59::992,502,2,1,0,0,-1.01,-0.96,17.04,219.32,15.12,0.19,34.11,0.98,177.91,0.00,0.00,0.00
2024/08/08/ 14:28:00::073,503,2,1,0,0,0.15,0.11,9.55,260.81,268.53,347.14,34.11,0.98,175.85,0.00,0.00,0.00
2024/08/08/ 14:28:01::729,504,2,1,0,0,-0.91,-0.03,10.13,193.42,333.22,337.56,34.11,0.98,175.85,0.00,0.00,0.00
2024/08/08/ 14:28:01::878,505,2,1,0,0,0.08,0.85,8.97,262.42,315.92,9.43,34.11,0.98,175.85,0.00,0.00,0.00
2024/08/08/ 14:28:02::099,506,2,1,0,0,-0.77,-0.86,10.95,255.43,300.17,46.18,34.11,0.98,175.85,0.00,0.00,0.00
2024/08/08/ 14:28:02::228,507,2,1,0,0,-1.05,-0.87,15.87,264.83,15.04,89.17,34.11,0.98,175.85,0.00,0.00,0.00
2024/08/08/ 14:28:02::335,508,2,1,0,0,-0.50,0.56,15.81,248.93,268.37,103.83,34.14,0.98,163.19,0.00,0.00,0.00
2024/08/08/ 14:28:02::400,509,2,1,0,0,-0.72,-1.41,6.21,231.36,17.97,98.64,34.16,0.98,159.09,0.00,0.00,0.00
2024/08/08/ 14:28:02::509,510,2,1,0,0,0.44,1.34,7.11,267.25,305.56,76.08,34.16,0.98,159.09,0.00,0.00,0.00
2024/08/08/ 14:28:02::581,511,2,1,0,0,-1.41,-1.52,12.03,255.98,298.69,49.82,34.20,0.98,152.60,0.00,0.00,0.00
2024/08/08/ 14:28:02::666,512,2,1,0,0,0.80,0.25,12.47,317.44,290.25,18.07,34.20,0.98,151.14,0.00,0.00,0.00
2024/08/08/ 14:28:03::352,513,2,1,0,0,-1.56,-0.29,5.47,212.60,300.18,9.66,34.21,0.98,146.87,0.00,0.00,0.00
2024/08/08/ 14:28:04::349,514,2,1,0,0,0.55,1.04,9.62,285.68,306.94,23.07,34.21,0.98,144.14,0.00,0.00,0.00
2024/08/08/ 14:28:05::361,515,2,1,0,0,-0.63,-0.69,15.96,272.88,271.16,27.36,34.21,0.98,140.72,0.00,0.00,0.00
2024/08/08/ 14:28:06::384,516,2,1,0,0,-0.49,-1.36,17.33,259.97,347.92,33.96,34.21,0.98,140.72,0.00,0.00,0.00
2024/08/08/ 14:28:07::361,517,2,1,0,0,0.02,1.04,9.49,306.88,248.34,30.42,34.23,0.98,134.16,0.00,0.00,0.00
2024/08/08/ 14:28:08::365,518,2,1,0,0,-1.52,-1.48,6.99,239.96,306.22,31.36,34.23,0.98,130.49,0.00,0.00,0.00
2024/08/08/ 14:28:09::374,519,2,1,0,0,0.52,1.59,7.74,304.15,276.71,61.85,34.28,0.99,126.48,0.00,0.00,0.00
2024/08/08/ 14:28:10::375,520,2,1,0,0,0.00,-1.40,12.75,257.19,293.25,96.80,34.28,0.99,126.48,0.00,0.00,0.00
2024/08/08/ 14:28:11::375,521,2,1,0,0,0.01,-0.49,16.04,329.61,294.08,139.91,34.24,0.99,120.09,0.00,0.00,0.00
2024/08/08/ 14:28:12::450,522,2,1,0,0,-1.64,-0.21,13.20,226.82,306.15,152.94,34.24,0.99,116.93,0.00,0.00,0.00
2024/08/08/ 14:28:13::375,523,2,1,0,0,0.58,0.70,9.08,289.46,226.42,156.58,34.24,0.99,116.93,0.00,0.00,0.00
2024/08/08/ 14:28:14::384,524,2,1,0,0,1.19,-0.01,13.07,278.27,228.16,83.39,34.24,0.99,116.93,0.00,0.00,0.00
2024/08/08/ 14:28:15::386,525,2,1,0,0,0.19,-0.60,15.76,310.39,227.18,47.39,34.27,0.99,104.51,0.00,0.00,0.00
2024/08/08/ 14:28:16::363,526,2,1,0,0,-0.67,-0.28,12.99,250.15,218.73,22.57,34.27,0.99,101.10,0.00,0.00,0.00
2024/08/08/ 14:28:17::366,527,2,1,0,0,-0.25,-0.06,10.79,290.34,233.03,32.18,34.27,0.99,97.27,0.00,0.00,0.00
2024/08/08/ 14:28:18::366,528,2,1,0,0,-0.41,-0.19,10.03,273.61,232.38,66.12,34.29,0.99,94.30,0.00,0.00,0.00
2024/08/08/ 14:28:19::381,529,2,1,0,0,-0.21,0.01,9.17,290.16,223.64,124.81,34.28,0.99,91.75,0.00,0.00,0.00
2024/08/08/ 14:28:20::386,530,2,1,0,0,-0.36,-0.48,10.61,305.95,234.67,181.00,34.27,0.99,88.52,0.00,0.00,0.00
2024/08/08/ 14:28:21::397,531,2,1,0,0,-0.32,-0.42,11.22,297.66,242.94,221.84,34.27,0.99,84.70,0.00,0.00,0.00
2024/08/08/ 14:28:22::385,532,2,1,0,0,-0.27,-0.34,11.69,331.17,221.92,258.05,34.27,0.99,84.70,0.00,0.00,0.00
2024/08/08/ 14:28:23::394,533,2,1,0,0,-0.59,-0.81,12.68,332.95,302.81,286.51,34.33,0.98,154.15,0.00,0.00,0.00
2024/08/08/ 14:28:24::391,534,2,1,0,0,-0.93,0.33,6.11,246.45,222.47,303.26,34.36,0.99,76.89,0.00,0.00,0.00
2024/08/08/ 14:28:25::379,535,2,1,0,0,0.29,-0.65,9.80,332.33,251.28,317.76,34.45,0.99,73.57,0.00,0.00,0.00
2024/08/08/ 14:28:26::390,536,2,1,0,0,-0.56,-0.08,13.23,301.94,262.75,315.85,34.46,0.99,69.84,0.00,0.00,0.00
2024/08/08/ 14:29:04::691,547,2,1,0,0,-9.20,3.60,-0.47,205.24,100.76,36.07,35.54,0.99,66.14,0.00,0.00,0.00
2024/08/08/ 14:29:13::249,551,2,1,0,0,-9.23,3.54,-0.37,209.73,83.43,40.80,36.00,0.99,65.34,0.00,0.00,0.00
2024/08/08/ 14:29:13::323,552,2,1,0,0,-9.22,3.50,-0.50,210.73,80.06,41.65,36.13,0.99,65.19,0.00,0.00,0.00
2024/08/08/ 14:29:13::451,553,2,1,0,0,-9.24,3.57,-0.52,211.70,76.90,42.56,36.19,0.99,66.05,0.00,0.00,0.00
2024/08/08/ 14:29:13::520,554,2,1,0,0,-9.28,3.54,-0.51,212.58,73.41,43.61,36.12,0.99,65.35,0.00,0.00,0.00
2024/08/08/ 14:29:13::627,555,2,1,0,0,-9.23,3.61,-0.48,213.57,70.16,44.62,36.30,0.99,66.06,0.00,0.00,0.00
2024/08/08/ 14:29:13::728,556,2,1,0,0,-9.32,3.54,-0.44,214.60,66.55,45.56,36.30,0.99,66.06,0.00,0.00,0.00
2024/08/08/ 14:29:13::798,557,2,1,0,0,-9.24,3.60,-0.45,215.57,62.92,46.00,36.30,0.99,66.06,0.00,0.00,0.00
2024/08/08/ 14:29:13::905,558,2,1,0,0,-9.15,3.51,-0.55,216.52,59.46,46.88,36.43,0.99,65.31,0.00,0.00,0.00
2024/08/08/ 14:29:13::984,559,2,1,0,0,-9.19,3.64,-0.52,217.64,55.77,47.68,36.45,0.99,66.59,0.00,0.00,0.00
2024/08/08/ 14:29:14::050,560,2,1,0,0,-9.26,3.51,-0.51,218.65,52.11,48.76,36.50,0.99,64.64,0.00,0.00,0.00
2024/08/08/ 14:29:14::154,561,2,1,0,0,-9.21,3.56,-0.58,219.54,48.76,49.85,36.56,0.99,65.85,0.00,0.00,0.00
2024/08/08/ 14:29:14::227,562,2,1,0,0,-9.25,3.58,-0.49,220.47,45.11,50.83,36.63,0.99,65.94,0.00,0.00,0.00
2024/08/08/ 14:29:14::276,563,2,1,0,0,-9.17,3.63,-0.51,222.68,38.15,52.38,36.64,0.99,64.92,0.00,0.00,0.00
2024/08/08/ 14:29:14::456,564,2,1,0,0,-9.28,3.61,-0.45,223.73,34.66,53.53,36.72,0.99,65.87,0.00,/*565,2,1,0,0,-9.24,3.59,-0.43,224.76,31.41,54.66,36.80,0.99,66.74,0.00,0.00,0.00
2024/08/08/ 14:29:14::562,566,2,1,0,0,-9.20,3.53,-0.52,225.69,28.01,55.84,36.92,0.99,65.83,0.00,0.00,0.00
2024/08/08/ 14:29:14::651,567,2,1,0,0,-9.32,3.61,-0.36,226.43,24.16,56.88,36.87,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:14::721,568,2,1,0,0,-9.23,3.57,-0.69,227.79,21.05,57.87,36.88,0.99,66.50,0.00,0.00,0.00
2024/08/08/ 14:29:14::814,569,2,1,0,0,-9.24,3.59,-0.49,228.94,17.31,58.96,36.94,0.99,66.09,0.00,0.00,0.00
2024/08/08/ 14:29:14::932,570,2,1,0,0,-9.26,3.57,-0.44,229.62,13.73,59.75,37.03,0.99,66.53,0.00,0.00,0.00
2024/08/08/ 14:29:14::974,571,2,1,0,0,-9.32,3.54,-0.45,230.72,9.99,60.63,37.10,0.99,66.55,0.00,0.00,0.00
2024/08/08/ 14:29:15::100,572,2,1,0,0,-9.33,3.62,-0.41,231.94,6.39,61.70,37.16,0.99,66.05,0.00,0.00,0.00
2024/08/08/ 14:29:15::174,573,2,1,0,0,-9.23,3.61,-0.43,232.60,2.70,62.62,37.16,0.99,66.05,0.00,0.00,0.00
2024/08/08/ 14:29:15::260,574,2,1,0,0,-9.23,3.60/*577,2,1,0,0,2.95,2.61,8.17,10.35,82.26,72.22,37.38,0.99,66.36,0.00,0.00,0.00
2024/08/08/ 14:29:15::333,578,2,1,0,0,2.95,2.61,8.17,10.35,82.26,72.22,37.42,0.99,66.45,0.00,0.00,0.00
2024/08/08/ 14:29:15::444,579,2,1,0,0,-0.14,-1.34,9.46,320.41,85.60,298.58,37.44,0.99,66.20,0.00,0.00,0.00
2024/08/08/ 14:29:15::521,580,2,1,0,0,-0.46,-0.89,10.69,295.30,101.94,100.84,37.50,0.99,66.39,0.00,0.00,0.00
2024/08/08/ 14:29:15::632,581,2,1,0,0,-0.40,-1.16,10.99,290.46,81.35,180.49,37.50,0.99,66.39,0.00,0.00,0.00
2024/08/08/ 14:29:15::685,582,2,1,0,0,-0.44,-0.52,9.39,283.23,69.69,192.63,37.52,0.99,66.31,0.00,0.00,0.00
2024/08/08/ 14:29:15::788,583,2,1,0,0,-0.55,-0.17,10.00,277.50,83.40,159.87,37.56,0.99,67.26,0.00,0.00,0.00
2024/08/08/ 14:29:15::886,584,2,1,0,0,-0.41,0.27,9.68,287.72,74.42,139.28,37.57,0.99,67.85,0.00,0.00,0.00
2024/08/08/ 14:29:15::990,585,2,1,0,0,-0.01,-0.44,10.79,298.74,81.32,138.06,37.57,0.99,67.85,0.00,0.00,0.00
2024/08/08/ 14:29:16::477,586,2,1,0,0,-0.15,-0.08,10.62,280.62,84.07,209.05,37.57,0.99,67.85,0.00,0.00,0.00
2024/08/08/ 14:29:17::425,587,2,1,0,0,-0.72,-0.69,10.51,275.70,76.20,240.96,37.62,0.99,67.10,0.00,0.00,0.00
2024/08/08/ 14:29:18::458,588,2,1,0,0,-0.92,-0.57,10.11,276.78,72.22,242.39,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:19::449,589,2,1,0,0,-0.83,-0.57,10.09,277.95,68.68,243.80,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:20::466,590,2,1,0,0,-0.86,-0.63,10.05,278.88,64.92,245.06,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:21::454,591,2,1,0,0,-0.85,-0.52,10.11,279.99,61.20,246.22,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:22::459,592,2,1,0,0,-0.91,-0.61,10.02,280.82,57.63,247.67,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:23::456,593,2,1,0,0,-0.83,-0.55,10.00,281.85,53.93,248.19,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:24::484,594,2,1,0,0,-0.83,-0.57,10.08,282.81,50.39,249.42,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:25::438,595,2,1,0,0,-0.85,-0.59,10.12,283.71,46.85,250.58,37.62,0.99,66.84,0.00,0.00,0.00
2024/08/08/ 14:29:26::472,596,2,1,0,0,-0.84,-0.57,10.12,284.73,43.11,251.28,37.70,0.99,66.01,0.00,0.00,0.00
2024/08/08/ 14:29:27::467,597,2,1,0,0,-0.89,-0.64,10.07,286.14,35.75,253.33,37.70,0.99,67.64,0.00,0.00,0.00
2024/08/08/ 14:29:28::442,598,2,1,0,0,-0.89,-0.63,10.15,287.16,32.45,254.18,37.71,0.99,67.21,0.00,0.00,0.00
2024/08/08/ 14:29:29::448,599,2,1,0,0,-0.84,-0.55,10.01,288.12,28.96,256.38,37.72,0.99,66.36,0.00,0.00,0.00
2024/08/08/ 14:29:30::447,600,2,1,0,0,-0.91,-0.48,10.17,289.10,25.27,257.61,37.72,0.99,66.36,0.00,0.00,0.00
2024/08/08/ 14:29:31::460,601,2,1,0,0,-0.91,-0.61,9.99,290.00,21.67,258.22,37.74,0.99,67.90,0.00,0.00,0.00
2024/08/08/ 14:29:32::454,602,2,1,0,0,-0.84,-0.63,9.97,290.93,18.13,259.18,37.75,0.99,66.71,0.00,0.00,0.00
2024/08/08/ 14:29:33::492,603,2,1,0,0,-0.79,-0.68,10.10,292.11,14.45,260.05,37.75,0.99,66.71,0.00,0.00,0.00
2024/08/08/ 14:29:34::465,604,2,1,0,0,-0.44,-1.26,9.96,293.06,11.25,260.98,37.80,0.99,66.55,0.00,0.00,0.00
2024/08/08/ 14:29:35::476,605,2,1,0,0,-0.19,-1.90,10.05,293.65,7.75,262.70,37.80,0.99,66.47,0.00,0.00,0.00
2024/08/08/ 14:29:36::473,606,2,1,0,0,-0.73,-1.31,10.10,294.01,4.28,267.73,37.82,0.99,66.73,0.00,0.00,0.00
2024/08/08/ 14:29:37::476,607,2,1,0,0,-0.97,-1.71,10.00,294.87,0.96,277.95,37.83,0.99,67.59,0.00,0.00,0.00
2024/08/08/ 14:29:38::468,608,2,1,0,0,-1.30,-1.72,10.12,296.66,354.77,297.19,37.85,0.99,66.48,0.00,0.00,0.00
2024/08/08/ 14:29:39::451,609,2,1,0,0,-0.92,-1.61,10.44,298.62,346.34,340.50,37.87,0.99,66.83,0.00,0.00,0.00
2024/08/08/ 14:29:40::474,610,2,1,0,0,-0.41,-1.28,10.07,299.78,342.82,347.51,37.88,0.99,67.69,0.00,0.00,0.00
2024/08/08/ 14:29:41::468,611,2,1,0,0,-0.19,-1.17,10.13,300.26,339.02,351.63,37.89,0.99,67.77,0.00,0.00,0.00
2024/08/08/ 14:29:42::481,612,2,1,0,0,-0.38,-0.84,9.95,300.94,334.79,355.41,37.91,0.99,68.12,0.00,0.00,0.00
2024/08/08/ 14:29:43::479,613,2,1,0,0,-0.33,-0.84,10.10,301.87,331.37,359.00,37.92,0.99,67.95,0.00,0.00,0.00
2024/08/08/ 14:29:44::485,614,2,1,0,0,-0.34,-0.85,10.32,302.72,328.01,2.47,37.94,0.99,68.64,0.00,0.00,0.00
2024/08/08/ 14:29:45::461,615,2,1,0,0,-1.17,-0.76,9.71,303.54,324.34,9.29,37.95,0.99,69.42,0.00,0.00,0.00
2024/08/08/ 14:29:46::504,616,2,1,0,0,-1.43,-1.25,10.80,304.50,321.48,18.84,37.97,0.99,68.39,0.00,0.00,0.00
2024/08/08/ 14:29:47::488,617,2,1,0,0,-1.51,-1.09,9.67,305.23,318.06,30.81,37.98,0.99,69.51,0.00,0.00,0.00
2024/08/08/ 14:29:48::484,618,2,1,0,0,-0.41,-0.54,10.12,306.98,314.11,38.05,37.99,0.99,69.00,0.00,0.00,0.00
2024/08/08/ 14:29:49::495,619,2,1,0,0,0.09,0.26,10.19,308.00,309.94,37.18,38.00,0.99,69.86,0.00,0.00,0.00
2024/08/08/ 14:29:50::488,620,2,1,0,0,-0.09,0.08,10.06,309.13,306.58,36.62,38.01,0.99,70.03,0.00,0.00,0.00
2024/08/08/ 14:29:51::478,621,2,1,0,0,0.08,0.29,10.09,309.88,303.25,34.30,38.02,0.99,68.15,0.00,0.00,0.00
2024/08/08/ 14:29:52::485,622,2,1,0,0,-0.40,0.40,10.32,312.13,295.95,30.16,38.04,0.99,68.84,0.00,0.00,0.00
2024/08/08/ 14:29:53::471,623,2,1,0,0,-0.32,1.00,10.16,313.36,291.60,27.31,38.03,0.99,68.93,0.00,0.00,0.00
2024/08/08/ 14:29:54::474,624,2,1,0,0,0.07,0.19,10.32,314.36,288.73,22.97,38.04,0.99,67.82,0.00,0.00,0.00
2024/08/08/ 14:29:55::480,625,2,1,0,0,0.49,-0.12,10.56,315.83,285.67,14.87,38.04,0.99,68.42,0.00,0.00,0.00
2024/08/08/ 14:29:56::504,626,2,1,0,0,0.23,0.08,9.27,316.45,281.80,10.91,38.06,0.99,68.00,0.00,0.00,0.00
2024/08/08/ 14:29:57::508,627,2,1,0,0,-0.18,-0.27,10.22,316.94,277.60,9.71,38.08,0.99,68.26,0.00,0.00,0.00
2024/08/08/ 14:29:58::481,628,2,1,0,0,-0.76,-0.39,10.05,317.71,273.69,12.41,38.09,0.99,68.77,0.00,0.00,0.00
2024/08/08/ 14:29:59::480,629,2,1,0,0,-0.41,-0.27,10.46,319.08,270.07,14.95,38.10,0.99,68.35,0.00,0.00,0.00
2024/08/08/ 14:30:00::509,630,2,1,0,0,-0.80,0.92,10.27,319.56,266.15,16.50,38.11,0.99,68.52,0.00,0.00,0.00
2024/08/08/ 14:30:01::513,631,2,1,0,0,-0.68,0.57,10.33,320.75,263.04,17.68,38.11,0.99,68.52,0.00,0.00,0.00
2024/08/08/ 14:30:02::484,632,2,1,0,0,-0.92,0.98,10.22,321.49,259.50,18.69,38.11,0.99,68.52,0.00,0.00,0.00
2024/08/08/ 14:30:03::494,633,2,1,0,0,-1.15,1.47,10.17,322.43,255.38,19.56,38.11,0.99,68.52,0.00,0.00,0.00
2024/08/08/ 14:30:04::527,634,2,1,0,0,-0.11,-0.52,10.20,323.99,252.78,20.40,38.11,0.99,68.52,0.00,0.00,0.00
2024/08/08/ 14:30:05::525,635,2,1,0,0,-0.32,-0.14,10.02,326.10,246.27,22.10,38.15,0.99,67.34,0.00,0.00,0.00
2024/08/08/ 14:30:06::485,636,2,1,0,0,-0.26,-0.14,10.20,327.14,242.60,23.14,38.15,0.99,67.34,0.00,0.00,0.00
2024/08/08/ 14:30:07::505,637,2,1,0,0,-0.26,-0.15,10.16,327.96,238.82,24.36,38.15,0.99,67.34,0.00,0.00,0.00
2024/08/08/ 14:30:08::501,638,2,1,0,0,-0.30,-0.21,10.27,328.92,235.14,25.37,38.19,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:30:09::510,639,2,1,0,0,-0.28,-0.17,10.12,329.93,231.65,26.21,38.19,0.99,67.61,0.00,0.00,0.00
2024/08/08/ 14:30:10::509,640,2,1,0,0,-0.29,-0.15,10.16,330.75,228.23,27.51,38.20,0.99,67.01,0.00,0.00,0.00
2024/08/08/ 14:30:11::485,641,2,1,0,0,-0.26,-0.16,10.12,331.81,224.68,28.90,38.20,0.99,67.01,0.00,0.00,0.00
2024/08/08/ 14:30:12::527,642,2,1,0,0,-0.27,-0.18,10.09,332.56,220.95,29.66,38.20,0.99,67.01,0.00,0.00,0.00
2024/08/08/ 14:30:13::511,643,2,1,0,0,-0.30,-0.11,10.04,333.64,217.49,30.61,38.21,0.99,67.19,0.00,0.00,0.00
2024/08/08/ 14:30:14::518,644,2,1,0,0,-0.43,0.21,10.16,332.83,211.60,15.19,38.24,0.99,67.03,0.00,0.00,0.00
2024/08/08/ 14:30:15::508,645,2,1,0,0,-0.28,0.08,10.11,333.42,210.17,10.10,38.23,0.99,66.59,0.00,0.00,0.00
2024/08/08/ 14:30:16::522,646,2,1,0,0,-0.39,0.11,10.55,336.57,205.64,19.99,38.24,0.99,68.39,0.00,0.00,0.00
2024/08/08/ 14:30:17::515,647,2,1,0,0,-0.39,0.12,11.19,337.13,206.55,22.31,38.24,0.99,68.39,0.00,0.00,0.00
2024/08/08/ 14:30:18::515,648,2,1,1,0,-0.10,-0.19,10.02,341.24,197.63,25.85,38.24,0.99,68.39,0.00,0.00,0.00
2024/08/08/ 14:30:19::502,649,2,1,1,0,0.01,-0.26,9.94,336.36,197.20,35.20,38.33,0.99,67.74,0.00,0.00,0.00
2024/08/08/ 14:30:20::523,650,2,1,1,0,-0.16,-0.15,9.94,333.13,193.98,52.16,38.35,0.99,68.09,0.00,0.00,0.00
2024/08/08/ 14:30:21::504,651,2,1,1,0,0.17,-0.35,10.09,344.77,179.50,68.69,38.37,0.99,67.92,0.00,0.00,0.00
2024/08/08/ 14:30:22::520,652,2,1,1,0,0.17,0.55,10.40,342.12,177.86,73.45,38.40,0.99,67.08,0.00,0.00,0.00
2024/08/08/ 14:30:23::503,653,2,1,1,0,-0.09,0.27,10.17,341.91,176.47,81.48,38.43,0.99,67.52,0.00,0.00,0.00
2024/08/08/ 14:30:24::531,654,2,1,1,0,0.27,0.31,10.04,340.06,172.33,106.48,38.43,0.99,67.52,0.00,0.00,0.00
2024/08/08/ 14:30:25::501,655,2,1,1,0,-0.14,0.01,10.16,349.76,170.79,135.04,38.48,0.99,67.28,0.00,0.00,0.00
2024/08/08/ 14:30:26::552,656,2,1,1,0,0.24,0.73,10.76,341.79,160.25,100.73,38.48,0.99,67.28,0.00,0.00,0.00
2024/08/08/ 14:30:27::548,657,2,1,1,0,-0.28,1.56,9.70,345.04,152.57,107.81,38.48,0.99,67.28,0.00,0.00,0.00
2024/08/08/ 14:30:28::541,658,2,1,1,0,0.18,1.80,9.74,349.52,147.65,105.71,38.48,0.99,67.28,0.00,0.00,0.00
2024/08/08/ 14:30:29::540,659,2,1,1,0,0.67,2.39,9.81,352.29,140.24,103.26,38.60,0.99,68.69,0.00,0.00,0.00
2024/08/08/ 14:30:30::544,660,2,1,1,0,0.37,2.33,9.72,351.94,136.96,102.82,38.58,0.99,68.16,0.00,0.00,0.00
2024/08/08/ 14:30:31::518,661,2,1,1,0,0.32,2.16,9.70,352.51,134.09,101.65,38.60,0.99,67.40,0.00,0.00,0.00
2024/08/08/ 14:30:32::519,662,2,1,1,0,-0.78,1.55,10.20,349.85,135.02,93.89,38.60,0.99,68.35,0.00,0.00,0.00
2024/08/08/ 14:30:33::520,663,2,1,1,0,-0.14,1.01,10.38,351.55,128.71,113.44,38.58,0.99,67.65,0.00,0.00,0.00
2024/08/08/ 14:30:34::525,664,2,1,1,0,0.31,2.62,9.63,351.18,114.38,100.42,38.56,0.99,67.47,0.00,0.00,0.00
2024/08/08/ 14:30:35::522,665,2,1,1,0,-0.36,1.43,9.94,343.21,121.80,79.85,38.56,0.99,67.47,0.00,0.00,0.00
2024/08/08/ 14:30:36::549,666,2,1,1,0,-0.27,1.07,10.09,345.65,118.31,85.72,38.63,0.99,68.10,0.00,0.00,0.00
2024/08/08/ 14:30:37::546,667,2,1,1,0,-0.81,1.20,10.04,343.61,114.08,91.56,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:38::556,668,2,1,1,0,-0.70,0.86,10.20,344.98,112.40,90.15,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:39::555,669,2,1,1,0,-1.22,0.70,10.05,344.53,108.86,95.10,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:40::530,670,2,1,1,0,-0.65,0.35,9.96,348.31,107.46,107.45,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:41::534,671,2,1,1,0,-0.83,0.34,9.63,349.59,105.26,107.32,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:42::541,672,2,1,1,0,-0.32,0.21,10.41,352.99,100.85,82.21,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:43::564,673,2,1,1,0,-0.51,-0.68,10.72,356.99,105.45,93.07,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:44::579,674,2,1,1,0,-0.13,-0.99,10.08,355.72,100.37,93.06,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:45::556,675,2,1,1,0,-0.24,-0.59,9.75,355.69,93.42,84.20,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:46::551,676,2,1,1,0,-0.13,-0.17,10.05,357.42,80.11,88.80,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:47::529,677,2,1,1,0,-0.32,0.22,10.49,357.12,78.68,97.74,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:48::528,678,2,1,1,0,0.09,0.16,10.01,0.31,75.92,96.76,38.65,0.99,68.53,0.00,0.00,0.00
2024/08/08/ 14:30:49::556,679,2,1,1,0,0.14,-0.78,10.37,3.80,72.70,107.75,38.72,0.99,67.19,0.00,0.00,0.00
2024/08/08/ 14:30:50::575,680,2,1,1,0,-0.57,-0.07,10.65,3.42,67.50,106.17,38.74,0.99,67.80,0.00,0.00,0.00
2024/08/08/ 14:30:51::560,681,2,1,1,0,-0.41,0.61,10.01,2.45,65.39,111.46,38.74,0.99,67.80,0.00,0.00,0.00
2024/08/08/ 14:30:52::557,682,2,1,1,0,-0.45,0.23,10.12,5.88,60.84,117.92,38.74,0.99,67.80,0.00,0.00,0.00
2024/08/08/ 14:30:53::542,683,2,1,1,0,-0.45,-0.15,9.95,6.06,57.55,112.82,38.74,0.99,67.80,0.00,0.00,0.00
